time,ticker,action,quantity,target_price,executed_price,commission,slippage_cost,total_cost,realized_pnl,cash_balance,holdings_value,portfolio_value,status,notes
2025-01-08,BA,sell,0.0,171.15,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-171706.49,1003744.5840152842,REJECTED,Ticker not found
2025-01-08,GOOGL,sell,0.0,192.57,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-171706.49,1003744.5840152842,REJECTED,Ticker not found
2025-01-08,TLT,buy,0.0,85.47,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-171706.49,1003744.5840152842,REJECTED,Ticker not found
2025-01-10,GOOGL,sell,0.0,194.3,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-169240.62,1006210.4540152842,REJECTED,Ticker not found
2025-01-10,GOOG,sell,0.0,195.42,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-169240.62,1006210.4540152842,REJECTED,Ticker not found
2025-01-10,TLT,buy,0.0,85.28,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-169240.62,1006210.4540152842,REJECTED,Ticker not found
2025-01-10,AMD,buy,0.0,118.18,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-169240.62,1006210.4540152842,REJECTED,Ticker not found
2025-01-10,BA,sell,0.0,171.49,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-169240.62,1006210.4540152842,REJECTED,Ticker not found
2025-01-10,PG,buy,0.0,160.15,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-169240.62,1006210.4540152842,REJECTED,Ticker not found
2025-01-13,TLT,buy,0.0,85.53,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-168869.58000000002,1006581.4940152841,REJECTED,Ticker not found
2025-01-13,BA,sell,0.0,171.18,0.0,0.0,0.0,0.0,0.0,1175451.0740152842,-168869.58000000002,1006581.4940152841,REJECTED,Ticker not found
2025-01-13,SPY,buy,311.0,575.77,576.115462,179.17190868199998,107.43868199999929,179351.080590682,0.0,996099.9934246022,11942.709999999992,1008042.7034246022,EXECUTED,
2025-01-13,GOOG,sell,0.0,191.35,0.0,0.0,0.0,0.0,0.0,996099.9934246022,11942.709999999992,1008042.7034246022,REJECTED,Ticker not found
2025-01-13,IVV,buy,0.0,578.51,0.0,0.0,0.0,0.0,0.0,996099.9934246022,11942.709999999992,1008042.7034246022,REJECTED,Ticker not found
2025-01-13,GOOGL,sell,0.0,190.07,0.0,0.0,0.0,0.0,0.0,996099.9934246022,11942.709999999992,1008042.7034246022,REJECTED,Ticker not found
2025-01-14,BA,sell,0.0,171.37,0.0,0.0,0.0,0.0,0.0,996099.9934246022,12732.610000000044,1008832.6034246022,REJECTED,Ticker not found
2025-01-14,CVX,buy,0.0,155.21,0.0,0.0,0.0,0.0,0.0,996099.9934246022,12732.610000000044,1008832.6034246022,REJECTED,Ticker not found
2025-01-14,TLT,buy,0.0,85.23,0.0,0.0,0.0,0.0,0.0,996099.9934246022,12732.610000000044,1008832.6034246022,REJECTED,Ticker not found
2025-01-14,GOOGL,sell,0.0,191.24,0.0,0.0,0.0,0.0,0.0,996099.9934246022,12732.610000000044,1008832.6034246022,REJECTED,Ticker not found
2025-01-14,GOOG,sell,0.0,192.5,0.0,0.0,0.0,0.0,0.0,996099.9934246022,12732.610000000044,1008832.6034246022,REJECTED,Ticker not found
2025-01-14,PG,buy,0.0,158.85,0.0,0.0,0.0,0.0,0.0,996099.9934246022,12732.610000000044,1008832.6034246022,REJECTED,Ticker not found
2025-01-15,CSCO,sell,0.0,59.86,0.0,0.0,0.0,0.0,0.0,996099.9934246022,11705.029999999999,1007805.0234246022,REJECTED,Ticker not found
2025-01-15,SPY,buy,114.43792822802172,590.33,590.684198,67.59667585615057,113.34335999999894,67664.27253200673,0.0,928435.7208925955,79541.54509500673,1007977.2659876022,EXECUTED,Reduced due to position limit
2025-01-15,AMZN,sell,415.0,222.83,222.69630200000003,92.41896533,55.48466999999221,92511.38429533,0.0,1020762.2672572655,-13148.704904993268,1007613.5623522722,EXECUTED,
2025-01-15,AMD,buy,0.0,117.55,0.0,0.0,0.0,0.0,0.0,1020762.2672572655,-13148.704904993268,1007613.5623522722,REJECTED,Ticker not found
2025-01-15,JPM,sell,0.0,250.4,0.0,0.0,0.0,0.0,0.0,1020762.2672572655,-13148.704904993268,1007613.5623522722,REJECTED,Ticker not found
2025-01-15,IVV,buy,0.0,593.18,0.0,0.0,0.0,0.0,0.0,1020762.2672572655,-13148.704904993268,1007613.5623522722,REJECTED,Ticker not found
2025-01-16,GOOG,sell,0.0,195.83,0.0,0.0,0.0,0.0,0.0,1020762.2672572655,-10437.984143173235,1010324.2831140923,REJECTED,Ticker not found
2025-01-16,LQD,buy,0.0,106.43,0.0,0.0,0.0,0.0,0.0,1020762.2672572655,-10437.984143173235,1010324.2831140923,REJECTED,Ticker not found
2025-01-16,AMD,buy,0.0,120.24,0.0,0.0,0.0,0.0,0.0,1020762.2672572655,-10437.984143173235,1010324.2831140923,REJECTED,Ticker not found
2025-01-16,PG,buy,0.0,159.62,0.0,0.0,0.0,0.0,0.0,1020762.2672572655,-10437.984143173235,1010324.2831140923,REJECTED,Ticker not found
2025-01-16,GOOGL,sell,0.0,194.14,0.0,0.0,0.0,0.0,0.0,1020762.2672572655,-10437.984143173235,1010324.2831140923,REJECTED,Ticker not found
2025-01-16,AMZN,sell,399.0,224.42,224.285348,89.489853852,53.72614799999539,89579.343705852,0.0,1110162.6312554134,-98481.3241431732,1011681.3071122402,EXECUTED,
2025-01-17,PG,buy,0.0,159.74,0.0,0.0,0.0,0.0,0.0,1110162.6312554134,-104333.58284949872,1005829.0484059147,REJECTED,Ticker not found
2025-01-17,GOOGL,sell,0.0,196.53,0.0,0.0,0.0,0.0,0.0,1110162.6312554134,-104333.58284949872,1005829.0484059147,REJECTED,Ticker not found
2025-01-17,JPM,sell,0.0,254.14,0.0,0.0,0.0,0.0,0.0,1110162.6312554134,-104333.58284949872,1005829.0484059147,REJECTED,Ticker not found
2025-01-17,GOOG,sell,0.0,198.05,0.0,0.0,0.0,0.0,0.0,1110162.6312554134,-104333.58284949872,1005829.0484059147,REJECTED,Ticker not found
2025-01-17,AAPL,buy,489.0,232.12,232.25927199999998,113.574784008,68.10400799998874,113688.35879200799,0.0,996474.2724634054,8126.637150501279,1004600.9096139066,EXECUTED,
2025-01-17,NFLX,buy,0.0,85.98,0.0,0.0,0.0,0.0,0.0,996474.2724634054,8126.637150501279,1004600.9096139066,REJECTED,Ticker not found
2025-01-21,AAPL,buy,490.0,224.0,224.13439999999997,109.82585599999999,65.85599999998578,109935.68185599998,0.0,886538.5906074054,108388.13261790847,994926.7232253139,EXECUTED,
2025-01-21,GOOGL,sell,0.0,199.07,0.0,0.0,0.0,0.0,0.0,886538.5906074054,108388.13261790847,994926.7232253139,REJECTED,Ticker not found
2025-01-21,AMZN,sell,393.0,228.9,228.76266,89.90372538000001,53.97461999999791,89993.62910538001,0.0,976352.4122620254,17719.102617908502,994071.5148799339,EXECUTED,
2025-01-21,JPM,sell,0.0,260.07,0.0,0.0,0.0,0.0,0.0,976352.4122620254,17719.102617908502,994071.5148799339,REJECTED,Ticker not found
2025-01-21,UNH,buy,0.0,514.05,0.0,0.0,0.0,0.0,0.0,976352.4122620254,17719.102617908502,994071.5148799339,REJECTED,Ticker not found
2025-01-21,PG,buy,0.0,160.96,0.0,0.0,0.0,0.0,0.0,976352.4122620254,17719.102617908502,994071.5148799339,REJECTED,Ticker not found
2025-01-22,AMZN,sell,385.0,232.02,231.88078800000002,89.27410338000001,53.59661999999474,89363.37748338001,0.0,1065537.2415386455,-78666.50280539849,986870.7387332469,EXECUTED,
2025-01-22,AMD,buy,0.0,123.08,0.0,0.0,0.0,0.0,0.0,1065537.2415386455,-78666.50280539849,986870.7387332469,REJECTED,Ticker not found
2025-01-22,JPM,sell,0.0,262.9,0.0,0.0,0.0,0.0,0.0,1065537.2415386455,-78666.50280539849,986870.7387332469,REJECTED,Ticker not found
2025-01-22,AAPL,buy,125.44506911264192,219.79,219.92187399999997,27.588114683311723,63.035771999991425,27615.702797995036,0.0,1037921.5387406504,-50588.13298591584,987333.4057547345,EXECUTED,Reduced due to position limit
2025-01-22,PG,buy,0.0,167.1,0.0,0.0,0.0,0.0,0.0,1037921.5387406504,-50588.13298591584,987333.4057547345,REJECTED,Ticker not found
2025-01-22,GOOG,sell,0.0,200.55,0.0,0.0,0.0,0.0,0.0,1037921.5387406504,-50588.13298591584,987333.4057547345,REJECTED,Ticker not found
2025-01-23,PG,buy,0.0,163.88,0.0,0.0,0.0,0.0,0.0,1037921.5387406504,-50337.339105230145,987584.1996354202,REJECTED,Ticker not found
2025-01-23,GOOGL,sell,0.0,198.14,0.0,0.0,0.0,0.0,0.0,1037921.5387406504,-50337.339105230145,987584.1996354202,REJECTED,Ticker not found
2025-01-23,TLT,buy,0.0,86.64,0.0,0.0,0.0,0.0,0.0,1037921.5387406504,-50337.339105230145,987584.1996354202,REJECTED,Ticker not found
2025-01-23,AMZN,sell,379.0,234.1,233.95954,88.67066566,53.23433999999631,88759.33632566,0.0,1126503.5337349903,-139561.5191052302,986942.0146297601,EXECUTED,
2025-01-23,AAPL,buy,0.0,224.74,0.0,0.0,0.0,0.0,0.0,1126503.5337349903,-139561.5191052302,986942.0146297601,REJECTED,Position limit reached
2025-01-23,JPM,sell,0.0,264.69,0.0,0.0,0.0,0.0,0.0,1126503.5337349903,-139561.5191052302,986942.0146297601,REJECTED,Ticker not found
2025-01-24,AMZN,sell,384.0,234.5,234.35930000000002,89.9939712,54.02879999999277,90083.9651712,0.0,1216407.5109637904,-229909.03027829516,986498.4806854952,EXECUTED,
2025-01-24,AMD,buy,0.0,124.55,0.0,0.0,0.0,0.0,0.0,1216407.5109637904,-229909.03027829516,986498.4806854952,REJECTED,Ticker not found
2025-01-24,PG,buy,0.0,165.91,0.0,0.0,0.0,0.0,0.0,1216407.5109637904,-229909.03027829516,986498.4806854952,REJECTED,Ticker not found
2025-01-24,AAPL,buy,2.5625147843024,224.78,224.91486799999998,0.5763476744594227,65.95045199999174,576.9240221338821,0.0,1215830.5869416564,-229338.15323464826,986492.4337070081,EXECUTED,Reduced due to position limit
2025-01-24,CSCO,sell,0.0,62.06,0.0,0.0,0.0,0.0,0.0,1215830.5869416564,-229338.15323464826,986492.4337070081,REJECTED,Ticker not found
2025-01-24,JPM,sell,0.0,263.69,0.0,0.0,0.0,0.0,0.0,1215830.5869416564,-229338.15323464826,986492.4337070081,REJECTED,Ticker not found
2025-01-27,JPM,sell,0.0,264.17,0.0,0.0,0.0,0.0,0.0,1215830.5869416564,-226942.26572341897,988888.3212182375,REJECTED,Ticker not found
2025-01-27,AMZN,sell,391.0,226.21,226.07427400000003,88.39504113400001,53.068865999990976,88483.43617513402,0.0,1304137.2330345225,-318991.485723419,985145.7473111035,EXECUTED,
2025-01-27,LQD,buy,0.0,107.65,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-318991.485723419,985145.7473111035,REJECTED,Ticker not found
2025-01-27,AAPL,buy,0.0,224.02,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-318991.485723419,985145.7473111035,REJECTED,Position limit reached
2025-01-27,PG,buy,0.0,166.72,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-318991.485723419,985145.7473111035,REJECTED,Ticker not found
2025-01-27,NFLX,sell,0.0,97.11,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-318991.485723419,985145.7473111035,REJECTED,Ticker not found
2025-01-28,NFLX,sell,0.0,96.67,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-317108.48668831034,987028.7463462122,REJECTED,Ticker not found
2025-01-28,V,sell,0.0,334.67,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-317108.48668831034,987028.7463462122,REJECTED,Ticker not found
2025-01-28,JPM,sell,0.0,265.85,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-317108.48668831034,987028.7463462122,REJECTED,Ticker not found
2025-01-28,AMD,buy,0.0,115.18,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-317108.48668831034,987028.7463462122,REJECTED,Ticker not found
2025-01-28,TLT,buy,0.0,87.84,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-317108.48668831034,987028.7463462122,REJECTED,Ticker not found
2025-01-28,PG,buy,0.0,168.91,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-317108.48668831034,987028.7463462122,REJECTED,Ticker not found
2025-01-29,AMD,buy,0.0,115.77,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-313243.19513152156,990894.037903001,REJECTED,Ticker not found
2025-01-29,JPM,sell,0.0,267.21,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-313243.19513152156,990894.037903001,REJECTED,Ticker not found
2025-01-29,PG,buy,0.0,166.72,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-313243.19513152156,990894.037903001,REJECTED,Ticker not found
2025-01-29,XOM,buy,0.0,107.71,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-313243.19513152156,990894.037903001,REJECTED,Ticker not found
2025-01-29,V,sell,0.0,334.5,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-313243.19513152156,990894.037903001,REJECTED,Ticker not found
2025-01-29,NFLX,sell,0.0,98.0,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-313243.19513152156,990894.037903001,REJECTED,Ticker not found
2025-01-30,WMT,sell,0.0,97.69,0.0,0.0,0.0,0.0,0.0,1304137.2330345225,-305277.26404684264,998859.9689876798,REJECTED,Ticker not found
2025-01-30,NVDA,buy,285.0,123.1,123.17385999999999,35.104550100000004,21.050099999998935,35139.6546501,0.0,1268997.5783844225,-269752.01404684264,999245.5643375798,EXECUTED,
2025-01-30,AMD,buy,0.0,118.53,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-269752.01404684264,999245.5643375798,REJECTED,Ticker not found
2025-01-30,NFLX,sell,0.0,98.68,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-269752.01404684264,999245.5643375798,REJECTED,Ticker not found
2025-01-30,V,sell,0.0,339.51,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-269752.01404684264,999245.5643375798,REJECTED,Ticker not found
2025-01-30,XOM,buy,0.0,109.24,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-269752.01404684264,999245.5643375798,REJECTED,Ticker not found
2025-01-31,XOM,buy,0.0,110.55,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-284885.12623413303,984112.4521502894,REJECTED,Ticker not found
2025-01-31,AMD,buy,0.0,119.14,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-284885.12623413303,984112.4521502894,REJECTED,Ticker not found
2025-01-31,WMT,sell,0.0,99.0,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-284885.12623413303,984112.4521502894,REJECTED,Ticker not found
2025-01-31,NFLX,sell,0.0,97.4,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-284885.12623413303,984112.4521502894,REJECTED,Ticker not found
2025-01-31,V,sell,0.0,346.47,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-284885.12623413303,984112.4521502894,REJECTED,Ticker not found
2025-01-31,TLT,buy,0.0,88.38,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-284885.12623413303,984112.4521502894,REJECTED,Ticker not found
2025-02-03,WMT,sell,0.0,96.77,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-295510.05043879314,973487.5279456293,REJECTED,Ticker not found
2025-02-03,V,sell,0.0,340.0,0.0,0.0,0.0,0.0,0.0,1268997.5783844225,-295510.05043879314,973487.5279456293,REJECTED,Ticker not found
2025-02-03,NVDA,buy,300.0,114.75,114.81885,34.445655,20.65499999999929,34480.100655,0.0,1234517.4777294225,-260512.05043879314,974005.4272906294,EXECUTED,
2025-02-03,AMD,buy,0.0,113.88,0.0,0.0,0.0,0.0,0.0,1234517.4777294225,-260512.05043879314,974005.4272906294,REJECTED,Ticker not found
2025-02-03,NFLX,sell,0.0,97.3,0.0,0.0,0.0,0.0,0.0,1234517.4777294225,-260512.05043879314,974005.4272906294,REJECTED,Ticker not found
2025-02-03,XOM,buy,0.0,106.64,0.0,0.0,0.0,0.0,0.0,1234517.4777294225,-260512.05043879314,974005.4272906294,REJECTED,Ticker not found
2025-02-04,WMT,sell,0.0,99.97,0.0,0.0,0.0,0.0,0.0,1234517.4777294225,-268667.4880197324,965849.9897096901,REJECTED,Ticker not found
2025-02-04,NFLX,sell,0.0,98.05,0.0,0.0,0.0,0.0,0.0,1234517.4777294225,-268667.4880197324,965849.9897096901,REJECTED,Ticker not found
2025-02-04,AMD,buy,0.0,115.45,0.0,0.0,0.0,0.0,0.0,1234517.4777294225,-268667.4880197324,965849.9897096901,REJECTED,Ticker not found
2025-02-04,V,sell,0.0,344.6,0.0,0.0,0.0,0.0,0.0,1234517.4777294225,-268667.4880197324,965849.9897096901,REJECTED,Ticker not found
2025-02-04,TLT,buy,0.0,87.55,0.0,0.0,0.0,0.0,0.0,1234517.4777294225,-268667.4880197324,965849.9897096901,REJECTED,Ticker not found
2025-02-04,XOM,buy,0.0,106.71,0.0,0.0,0.0,0.0,0.0,1234517.4777294225,-268667.4880197324,965849.9897096901,REJECTED,Ticker not found
2025-02-05,AMZN,sell,406.0,237.02,236.87778800000004,96.17238192800002,57.73807199998873,96268.55430992802,0.0,1330593.6872754944,-339537.54197754205,991056.1452979525,EXECUTED,
2025-02-05,WMT,sell,0.0,100.65,0.0,0.0,0.0,0.0,0.0,1330593.6872754944,-339537.54197754205,991056.1452979525,REJECTED,Ticker not found
2025-02-05,NVDA,buy,311.0,121.76,121.833056,37.890080415999996,22.72041599999814,37927.970496416,0.0,1292665.7167790784,-300715.41197754204,991950.3048015363,EXECUTED,
2025-02-05,XOM,buy,0.0,109.74,0.0,0.0,0.0,0.0,0.0,1292665.7167790784,-300715.41197754204,991950.3048015363,REJECTED,Ticker not found
2025-02-05,NFLX,sell,0.0,98.77,0.0,0.0,0.0,0.0,0.0,1292665.7167790784,-300715.41197754204,991950.3048015363,REJECTED,Ticker not found
2025-02-05,TLT,buy,0.0,89.45,0.0,0.0,0.0,0.0,0.0,1292665.7167790784,-300715.41197754204,991950.3048015363,REJECTED,Ticker not found
2025-02-06,AMZN,sell,404.0,238.01,237.867194,96.09834637600001,57.69362399999147,96194.444722376,0.0,1388667.9648087025,-402469.9566403405,986198.008168362,EXECUTED,
2025-02-06,V,sell,0.0,349.78,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-402469.9566403405,986198.008168362,REJECTED,Ticker not found
2025-02-06,WMT,sell,0.0,102.53,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-402469.9566403405,986198.008168362,REJECTED,Ticker not found
2025-02-06,AMD,buy,0.0,110.93,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-402469.9566403405,986198.008168362,REJECTED,Ticker not found
2025-02-06,TLT,buy,0.0,89.86,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-402469.9566403405,986198.008168362,REJECTED,Ticker not found
2025-02-06,XOM,buy,0.0,110.77,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-402469.9566403405,986198.008168362,REJECTED,Ticker not found
2025-02-07,V,sell,0.0,348.0,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-368075.2295359899,1020592.7352727125,REJECTED,Ticker not found
2025-02-07,AMD,buy,0.0,109.13,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-368075.2295359899,1020592.7352727125,REJECTED,Ticker not found
2025-02-07,XOM,buy,0.0,108.78,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-368075.2295359899,1020592.7352727125,REJECTED,Ticker not found
2025-02-07,NFLX,sell,0.0,101.7,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-368075.2295359899,1020592.7352727125,REJECTED,Ticker not found
2025-02-07,WMT,sell,0.0,103.0,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-368075.2295359899,1020592.7352727125,REJECTED,Ticker not found
2025-02-07,PFE,buy,0.0,25.86,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-368075.2295359899,1020592.7352727125,REJECTED,Ticker not found
2025-02-10,AMD,buy,0.0,108.44,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-380247.93263714155,1008420.0321715609,REJECTED,Ticker not found
2025-02-10,NFLX,sell,0.0,102.31,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-380247.93263714155,1008420.0321715609,REJECTED,Ticker not found
2025-02-10,V,sell,0.0,348.7,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-380247.93263714155,1008420.0321715609,REJECTED,Ticker not found
2025-02-10,MU,buy,0.0,93.19,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-380247.93263714155,1008420.0321715609,REJECTED,Ticker not found
2025-02-10,WMT,sell,0.0,101.95,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-380247.93263714155,1008420.0321715609,REJECTED,Ticker not found
2025-02-10,PFE,buy,0.0,25.78,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-380247.93263714155,1008420.0321715609,REJECTED,Ticker not found
2025-02-11,NFLX,sell,0.0,102.08,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-373595.30349818873,1015072.6613105137,REJECTED,Ticker not found
2025-02-11,UNH,buy,0.0,535.0,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-373595.30349818873,1015072.6613105137,REJECTED,Ticker not found
2025-02-11,AMD,buy,0.0,108.98,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-373595.30349818873,1015072.6613105137,REJECTED,Ticker not found
2025-02-11,WMT,sell,0.0,102.62,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-373595.30349818873,1015072.6613105137,REJECTED,Ticker not found
2025-02-11,V,sell,0.0,348.3,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-373595.30349818873,1015072.6613105137,REJECTED,Ticker not found
2025-02-11,XOM,buy,0.0,111.6,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-373595.30349818873,1015072.6613105137,REJECTED,Ticker not found
2025-02-12,AMD,buy,0.0,109.52,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-354627.41522667155,1034040.5495820309,REJECTED,Ticker not found
2025-02-12,NFLX,sell,0.0,100.55,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-354627.41522667155,1034040.5495820309,REJECTED,Ticker not found
2025-02-12,UNH,buy,0.0,539.85,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-354627.41522667155,1034040.5495820309,REJECTED,Ticker not found
2025-02-12,WMT,sell,0.0,102.12,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-354627.41522667155,1034040.5495820309,REJECTED,Ticker not found
2025-02-12,LQD,buy,0.0,106.57,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-354627.41522667155,1034040.5495820309,REJECTED,Ticker not found
2025-02-12,V,sell,0.0,349.16,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-354627.41522667155,1034040.5495820309,REJECTED,Ticker not found
2025-02-13,UNH,buy,0.0,530.9,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-349274.0802828993,1039393.8845258032,REJECTED,Ticker not found
2025-02-13,AMD,buy,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-349274.0802828993,1039393.8845258032,REJECTED,Ticker not found
2025-02-13,MU,buy,0.0,92.06,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-349274.0802828993,1039393.8845258032,REJECTED,Ticker not found
2025-02-13,NFLX,sell,0.0,102.66,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-349274.0802828993,1039393.8845258032,REJECTED,Ticker not found
2025-02-13,WMT,sell,0.0,104.0,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-349274.0802828993,1039393.8845258032,REJECTED,Ticker not found
2025-02-13,V,sell,0.0,353.12,0.0,0.0,0.0,0.0,0.0,1388667.9648087025,-349274.0802828993,1039393.8845258032,REJECTED,Ticker not found
2025-02-14,MSFT,buy,238.0,407.79,408.034674,97.112252412,58.23241199999404,97209.364664412,0.0,1291458.6001442904,-238176.22013818254,1053282.3800061077,EXECUTED,
